ProductId,name,brand,main_category,sub_category,ratings,no_of_ratings,Price,Review,image,text
P000886,Kestrel Ionic Hair Dryer - Even Heat,Kestrel,beauty & personal care,hair care,4.0,1147,101.96,Decent product overall but has a few minor annoyances.,https://picsum.photos/seed/P000886/300/300,Kestrel Ionic Hair Dryer - Even Heat hair care beauty & personal care Kestrel even heat long cord reduces frizz Decent product overall but has a few minor annoyances.
P000887,Aurora Ceramic Straightener - Long Cord,Aurora,beauty & personal care,hair care,4.9,6575,170.01,"Well made and reliable, would buy again without hesitation.",https://picsum.photos/seed/P000887/300/300,"Aurora Ceramic Straightener - Long Cord hair care beauty & personal care Aurora long cord even heat fast drying Well made and reliable, would buy again without hesitation."
P000888,Lumo Argan Oil Shampoo - Even Heat,Lumo,beauty & personal care,hair care,4.6,5971,351.33,"Well made and reliable, would buy again without hesitation.",https://picsum.photos/seed/P000888/300/300,"Lumo Argan Oil Shampoo - Even Heat hair care beauty & personal care Lumo even heat long cord reduces frizz Well made and reliable, would buy again without hesitation."
P000889,Foundry Detangling Brush - Compact,Foundry,beauty & personal care,hair care,4.4,5343,291.78,"Absolutely love this, exceeded my expectations and works perfectly.",https://picsum.photos/seed/P000889/300/300,"Foundry Detangling Brush - Compact hair care beauty & personal care Foundry compact even heat fast drying Absolutely love this, exceeded my expectations and works perfectly."
P000890,Vantage Curling Wand - Even Heat,Vantage,beauty & personal care,hair care,4.7,3722,103.48,"Did not live up to the hype, a bit disappointed.",https://picsum.photos/seed/P000890/300/300,"Vantage Curling Wand - Even Heat hair care beauty & personal care Vantage even heat fast drying gentle on hair Did not live up to the hype, a bit disappointed."
P000891,NovaTech Family Strategy Board Game - Fun For Groups,NovaTech,toys & games,board games,3.9,6069,278.76,Solid choice with a couple of small trade-offs.,https://picsum.photos/seed/P000891/300/300,NovaTech Family Strategy Board Game - Fun For Groups board games toys & games NovaTech fun for groups quality components engaging Solid choice with a couple of small trade-offs.
P000892,Meridian Cooperative Card Game - Engaging,Meridian,toys & games,board games,4.0,5005,363.65,Decent product overall but has a few minor annoyances.,https://picsum.photos/seed/P000892/300/300,Meridian Cooperative Card Game - Engaging board games toys & games Meridian engaging easy to learn great replay value Decent product overall but has a few minor annoyances.
P000893,Vantage Trivia Party Game - Quality Components,Vantage,toys & games,board games,4.5,5888,207.43,"Good enough for the price, not amazing but does the job.",https://picsum.photos/seed/P000893/300/300,"Vantage Trivia Party Game - Quality Components board games toys & games Vantage quality components fun for groups engaging Good enough for the price, not amazing but does the job."
P000894,Vantage 2-Player Duel Game - Great Replay Value,Vantage,toys & games,board games,4.5,505,209.39,"Stopped working after a short while, not great.",https://picsum.photos/seed/P000894/300/300,"Vantage 2-Player Duel Game - Great Replay Value board games toys & games Vantage great replay value quick setup engaging Stopped working after a short while, not great."
P000895,Meridian Legacy Campaign Game - Easy To Learn,Meridian,toys & games,board games,4.6,1993,87.15,"A game changer for my daily routine, so glad I bought it.",https://picsum.photos/seed/P000895/300/300,"Meridian Legacy Campaign Game - Easy To Learn board games toys & games Meridian easy to learn quality components quick setup A game changer for my daily routine, so glad I bought it."
P000896,Everly 500-Piece Building Blocks - Sturdy Pieces,Everly,toys & games,building sets,4.4,6764,76.2,"Works fine, though the build quality could be better.",https://picsum.photos/seed/P000896/300/300,"Everly 500-Piece Building Blocks - Sturdy Pieces building sets toys & games Everly sturdy pieces hours of fun safe materials Works fine, though the build quality could be better."
P000897,Lumo Marble Run Kit - Sturdy Pieces,Lumo,toys & games,building sets,4.1,4146,271.01,Decent product overall but has a few minor annoyances.,https://picsum.photos/seed/P000897/300/300,Lumo Marble Run Kit - Sturdy Pieces building sets toys & games Lumo sturdy pieces creative compatible Decent product overall but has a few minor annoyances.
P000898,Meridian Magnetic Tiles Set - Sturdy Pieces,Meridian,toys & games,building sets,3.2,4397,350.6,"Good enough for the price, not amazing but does the job.",https://picsum.photos/seed/P000898/300/300,"Meridian Magnetic Tiles Set - Sturdy Pieces building sets toys & games Meridian sturdy pieces safe materials educational Good enough for the price, not amazing but does the job."
P000899,Foundry Robotics Starter Kit - Safe Materials,Foundry,toys & games,building sets,3.7,4902,230.42,Excellent quality and does exactly what it promises.,https://picsum.photos/seed/P000899/300/300,Foundry Robotics Starter Kit - Safe Materials building sets toys & games Foundry safe materials hours of fun compatible Excellent quality and does exactly what it promises.
P000900,Everly Wooden Train Set - Creative,Everly,toys & games,building sets,3.2,1759,315.85,Okay but I expected more for the money.,https://picsum.photos/seed/P000900/300/300,Everly Wooden Train Set - Creative building sets toys & games Everly creative compatible hours of fun Okay but I expected more for the money.
P000901,Cobalt Wireless Over-Ear Headphones - Clear Microphone,Cobalt,electronics,headphones,3.1,4986,235.91,"Did not live up to the hype, a bit disappointed.",https://picsum.photos/seed/P000901/300/300,"Cobalt Wireless Over-Ear Headphones - Clear Microphone headphones electronics Cobalt clear microphone foldable design noise cancelling Did not live up to the hype, a bit disappointed."
P000902,Meridian Noise-Cancelling Earbuds - Comfortable Fit,Meridian,electronics,headphones,3.1,4815,261.24,Excellent quality and does exactly what it promises.,https://picsum.photos/seed/P000902/300/300,Meridian Noise-Cancelling Earbuds - Comfortable Fit headphones electronics Meridian comfortable fit foldable design clear microphone Excellent quality and does exactly what it promises.
P000903,Cobalt Studio Monitor Headphones - Noise Cancelling,Cobalt,electronics,headphones,4.4,997,84.5,"Well made and reliable, would buy again without hesitation.",https://picsum.photos/seed/P000903/300/300,"Cobalt Studio Monitor Headphones - Noise Cancelling headphones electronics Cobalt noise cancelling comfortable fit clear microphone Well made and reliable, would buy again without hesitation."
P000904,NovaTech Bluetooth Sport Earphones - Foldable Design,NovaTech,electronics,headphones,3.3,1243,195.29,Excellent quality and does exactly what it promises.,https://picsum.photos/seed/P000904/300/300,NovaTech Bluetooth Sport Earphones - Foldable Design headphones electronics NovaTech foldable design clear microphone comfortable fit Excellent quality and does exactly what it promises.
P000905,Vantage Gaming Headset with Mic - Deep Bass,Vantage,electronics,headphones,3.6,1719,315.8,"Did not live up to the hype, a bit disappointed.",https://picsum.photos/seed/P000905/300/300,"Vantage Gaming Headset with Mic - Deep Bass headphones electronics Vantage deep bass long battery life comfortable fit Did not live up to the hype, a bit disappointed."
P000906,Peakline 6.5in Android Smartphone - Expandable Storage,Peakline,electronics,smartphones,3.3,2088,338.36,Excellent quality and does exactly what it promises.,https://picsum.photos/seed/P000906/300/300,Peakline 6.5in Android Smartphone - Expandable Storage smartphones electronics Peakline expandable storage great camera sleek design Excellent quality and does exactly what it promises.
P000907,Pulse Compact 5G Phone - Fast Processor,Pulse,electronics,smartphones,4.7,4237,312.64,"A game changer for my daily routine, so glad I bought it.",https://picsum.photos/seed/P000907/300/300,"Pulse Compact 5G Phone - Fast Processor smartphones electronics Pulse fast processor sleek design expandable storage A game changer for my daily routine, so glad I bought it."
P000908,Aurora Budget Dual-SIM Phone - Fast Processor,Aurora,electronics,smartphones,4.7,493,18.71,"Impressive build and performance, five stars from me.",https://picsum.photos/seed/P000908/300/300,"Aurora Budget Dual-SIM Phone - Fast Processor smartphones electronics Aurora fast processor bright display expandable storage Impressive build and performance, five stars from me."
P000909,Cobalt Flagship Camera Phone - All-Day Battery,Cobalt,electronics,smartphones,4.3,1096,122.56,"Impressive build and performance, five stars from me.",https://picsum.photos/seed/P000909/300/300,"Cobalt Flagship Camera Phone - All-Day Battery smartphones electronics Cobalt all-day battery fast processor sleek design Impressive build and performance, five stars from me."
P000910,Brightside Rugged Outdoor Phone - All-Day Battery,Brightside,electronics,smartphones,3.5,4234,111.54,"A game changer for my daily routine, so glad I bought it.",https://picsum.photos/seed/P000910/300/300,"Brightside Rugged Outdoor Phone - All-Day Battery smartphones electronics Brightside all-day battery fast processor sleek design A game changer for my daily routine, so glad I bought it."
P000911,Vantage 14in Ultrabook - Long Battery,Vantage,electronics,laptops,3.6,4266,11.66,Solid choice with a couple of small trade-offs.,https://picsum.photos/seed/P000911/300/300,Vantage 14in Ultrabook - Long Battery laptops electronics Vantage long battery backlit keyboard high-res screen Solid choice with a couple of small trade-offs.
P000912,Lumo Gaming Laptop 16GB - Backlit Keyboard,Lumo,electronics,laptops,4.6,1358,328.37,Excellent quality and does exactly what it promises.,https://picsum.photos/seed/P000912/300/300,Lumo Gaming Laptop 16GB - Backlit Keyboard laptops electronics Lumo backlit keyboard high-res screen lightweight Excellent quality and does exactly what it promises.
P000913,Brightside 2-in-1 Convertible Laptop - Lightweight,Brightside,electronics,laptops,3.6,4780,112.87,Decent product overall but has a few minor annoyances.,https://picsum.photos/seed/P000913/300/300,Brightside 2-in-1 Convertible Laptop - Lightweight laptops electronics Brightside lightweight fast SSD backlit keyboard Decent product overall but has a few minor annoyances.
P000914,Peakline Business Notebook - Powerful Gpu,Peakline,electronics,laptops,4.7,5246,279.55,"A game changer for my daily routine, so glad I bought it.",https://picsum.photos/seed/P000914/300/300,"Peakline Business Notebook - Powerful Gpu laptops electronics Peakline powerful GPU long battery lightweight A game changer for my daily routine, so glad I bought it."
P000915,Brightside Student Chromebook - Long Battery,Brightside,electronics,laptops,3.5,1347,269.63,"Did not live up to the hype, a bit disappointed.",https://picsum.photos/seed/P000915/300/300,"Brightside Student Chromebook - Long Battery laptops electronics Brightside long battery lightweight backlit keyboard Did not live up to the hype, a bit disappointed."
P000916,Aurora USB-C Fast Charger - Durable Braided Cable,Aurora,electronics,accessories,3.9,3648,25.87,"Great value for the price, highly recommend to anyone.",https://picsum.photos/seed/P000916/300/300,"Aurora USB-C Fast Charger - Durable Braided Cable accessories electronics Aurora durable braided cable sturdy aluminium fast charging Great value for the price, highly recommend to anyone."
P000917,Vantage Wireless Charging Pad - Fast Charging,Vantage,electronics,accessories,4.3,2511,13.66,"Absolutely love this, exceeded my expectations and works perfectly.",https://picsum.photos/seed/P000917/300/300,"Vantage Wireless Charging Pad - Fast Charging accessories electronics Vantage fast charging sturdy aluminium universal fit Absolutely love this, exceeded my expectations and works perfectly."
